A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,PNT,price,proGoals,consGoals,realScore
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,37.85,52.88,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,38.92,53.44,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,43.23,59.36,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,44.62,61.68,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,49.31,62.84,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,51.65,66.42,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,53.83,68.21,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,54.91,72.10,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,55.46,75.05,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,55.93,82.13,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,55.97,85.07,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,55.98,88.53,0.0
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,9.78,11.58,1.00,0.00,5.0
0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,3.00,2.50,16.47,11.58,1.50,0.00,0.0
1.00,0.00,0.00,0.00,0.00,3.88,0.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,1.88,0.00,4.75,3.62,21.83,11.92,6.88,4.00,0.0
1.50,0.00,0.00,0.00,0.00,4.94,0.00,0.00,9.25,0.00,0.00,0.00,0.00,0.00,1.94,0.00,5.38,3.81,22.83,11.65,9.44,5.00,5.5
1.75,0.00,0.00,0.00,0.00,5.47,0.00,0.00,10.62,0.00,0.00,0.00,0.00,0.00,1.97,0.00,5.69,4.91,23.07,11.85,10.72,5.50,4.9
1.88,0.00,0.00,0.00,0.00,5.73,0.00,0.00,12.31,0.00,0.00,0.00,0.00,0.00,3.98,0.00,5.84,6.45,23.38,11.85,12.36,5.75,0.0
1.94,0.00,0.00,0.00,0.00,5.87,0.00,0.00,13.16,0.00,0.00,0.00,0.00,0.00,4.99,0.00,5.92,7.23,23.54,11.85,13.18,5.88,0.0
1.97,0.00,0.00,0.00,0.00,5.93,0.00,0.00,13.58,0.00,0.00,0.00,0.00,0.00,5.50,0.00,5.96,7.61,23.62,11.85,15.59,5.94,0.0
1.98,0.00,0.00,0.00,0.00,5.97,0.00,0.00,13.79,0.00,0.00,0.00,0.00,0.00,5.75,0.00,5.98,7.81,23.66,11.18,16.79,7.97,4.2
1.99,0.00,0.00,0.00,0.00,6.98,0.00,0.00,13.89,0.00,0.00,0.00,0.00,0.00,6.87,0.00,5.99,8.90,23.01,11.91,18.40,8.98,7.4
2.00,0.00,0.00,0.00,0.00,7.49,0.00,0.00,13.95,0.00,0.00,0.00,0.00,0.00,9.44,0.00,8.00,10.45,23.42,13.12,18.20,9.49,11.1
3.00,0.00,0.00,0.00,0.00,7.75,0.00,0.00,14.97,0.00,0.00,0.00,0.00,0.00,13.72,0.00,10.00,12.23,24.83,11.66,20.10,9.75,1.9
3.75,0.00,0.00,0.00,0.00,9.44,0.00,0.00,15.74,0.00,0.00,0.00,0.00,0.00,19.93,0.00,14.50,13.56,23.70,11.66,23.52,12.44,0.0
3.94,0.00,0.00,0.00,0.00,9.86,0.00,0.00,15.94,0.00,0.00,0.00,0.00,0.00,21.48,0.00,15.62,13.89,23.41,11.66,28.88,15.11,0.0
3.97,0.00,0.00,0.00,0.00,9.93,0.00,0.00,15.97,0.00,0.00,0.00,0.00,0.00,21.74,0.00,15.81,13.94,23.37,11.66,34.44,15.55,0.0
3.99,0.00,0.00,0.00,0.00,12.98,0.00,0.00,15.99,0.00,0.00,0.00,0.00,0.00,22.94,0.00,16.95,13.99,22.20,10.53,41.11,16.89,0.0
4.00,0.00,0.00,0.00,0.00,14.49,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,23.47,0.00,17.48,13.99,21.63,11.95,43.56,19.44,8.7
4.00,0.00,0.00,0.00,0.00,17.56,0.00,0.00,21.25,0.00,0.00,0.00,0.00,0.00,38.43,0.00,26.18,15.75,22.81,11.36,50.94,22.68,4.0
4.00,0.00,0.00,0.00,0.00,18.78,0.00,0.00,21.62,0.00,0.00,0.00,0.00,1.00,41.22,0.00,28.09,16.87,22.76,12.33,53.47,23.34,9.6
5.75,0.00,0.00,0.00,0.00,21.60,0.00,0.00,23.70,0.00,0.00,0.00,0.00,3.62,48.90,0.00,36.76,17.86,24.42,12.33,64.43,29.42,0.0
5.87,0.00,0.00,0.00,0.00,21.80,0.00,0.00,23.85,0.00,0.00,0.00,0.00,3.81,49.45,0.00,37.38,17.93,24.54,12.33,66.22,32.71,0.0
5.97,0.00,0.00,0.00,0.00,21.95,0.00,0.00,23.96,0.00,0.00,0.00,0.00,3.95,49.86,0.00,37.85,17.98,24.63,12.33,72.05,40.68,0.0
5.98,0.00,0.00,0.00,0.00,21.97,0.00,0.00,23.98,0.00,0.00,0.00,0.00,3.98,49.93,0.00,37.92,17.99,24.65,11.92,75.03,43.34,6.7
7.50,0.00,0.00,0.00,0.00,21.99,0.00,0.00,25.50,0.00,0.00,0.00,0.00,3.99,51.48,0.00,39.48,18.00,24.04,12.21,81.26,47.83,8.5
7.75,0.00,0.00,0.00,0.00,22.00,0.00,1.00,28.75,0.00,0.00,0.00,0.00,4.00,52.74,0.00,40.74,19.00,24.23,12.21,84.63,48.92,0.0
7.87,0.00,0.00,0.00,0.00,22.00,0.00,1.50,30.37,0.00,0.00,0.00,0.00,4.00,53.37,0.00,41.37,19.50,24.33,12.24,86.31,51.46,8.8
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,10.80,5.55,7.25,10.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,3.50,0.00,1.75,0.00,11.02,5.55,11.81,16.50,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,3.75,0.00,1.88,0.00,11.06,5.55,13.91,18.25,0.0
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.97,0.00,0.00,0.00,0.00,0.00,7.94,0.00,3.97,1.00,11.66,6.12,16.48,21.06,0.0
0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,3.48,0.00,0.00,0.00,0.00,0.00,9.97,0.00,4.98,1.50,11.95,6.04,18.24,21.53,4.6
1.50,0.00,0.00,0.00,0.00,3.38,0.00,0.00,7.87,0.00,0.00,0.00,0.00,0.00,17.99,0.00,7.75,1.88,11.92,6.34,23.56,24.38,4.9
1.88,0.00,0.00,0.00,0.00,3.84,0.00,0.00,10.97,0.00,0.00,0.00,0.00,0.00,24.00,0.00,9.44,3.47,12.49,5.48,31.39,28.60,-0.6
1.97,0.00,0.00,0.00,0.00,3.96,0.00,1.00,12.74,0.00,0.00,0.00,0.00,0.00,34.50,0.00,10.86,3.87,11.55,5.69,37.35,36.65,0.0
1.98,0.00,0.00,0.00,0.00,3.98,0.00,1.50,13.37,0.00,0.00,0.00,0.00,0.00,38.25,0.00,11.43,3.93,11.47,5.69,40.67,39.32,0.0
1.99,0.00,0.00,0.00,0.00,3.99,0.00,1.75,13.69,0.00,0.00,0.00,0.00,0.00,40.12,0.00,11.71,3.97,11.42,5.69,42.34,40.66,0.0
2.00,0.00,0.00,0.00,0.00,4.00,0.00,1.88,13.84,0.00,0.00,0.00,0.00,0.00,41.06,0.00,11.86,3.98,11.40,5.69,47.17,42.33,0.0
2.00,0.00,0.00,0.00,0.00,4.00,0.00,1.94,13.92,0.00,0.00,0.00,0.00,0.00,41.53,0.00,11.93,3.99,11.39,5.69,52.58,43.17,0.0
2.00,0.00,0.00,0.00,0.00,4.00,0.00,1.98,13.98,0.00,0.00,0.00,0.00,0.00,44.88,0.00,11.98,4.00,10.72,5.09,67.15,44.79,-0.4
2.00,0.00,0.00,0.00,0.00,4.00,0.00,1.99,14.99,0.00,0.00,0.00,0.00,0.00,49.44,0.00,11.99,4.00,10.45,6.06,72.57,47.40,5.3
2.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00,16.50,0.00,0.00,0.00,0.00,0.00,55.72,0.00,13.00,5.00,11.29,5.02,75.29,48.70,-0.9
2.00,0.00,0.00,0.00,0.00,5.75,0.00,2.00,17.62,0.00,0.00,0.00,0.00,0.00,64.93,0.00,13.75,5.75,10.35,4.49,84.32,52.17,-3.3
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.97,0.00,0.00,0.4
0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,1.00,16.97,10.23,0.00,0.00,-6.3
0.00,0.12,0.25,0.00,0.00,0.62,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.12,0.00,1.00,0.12,14.21,8.07,2.00,3.50,-2.8
0.00,0.53,0.06,0.00,0.00,2.16,0.00,1.00,3.50,0.00,0.00,0.00,0.00,0.00,9.53,0.00,1.75,0.03,16.13,9.69,1.50,2.88,6.8
0.00,0.13,0.02,0.00,0.00,1.54,0.00,0.25,4.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.94,0.51,17.26,8.97,1.38,1.72,3.3
0.00,0.07,0.01,0.00,0.00,0.77,0.00,1.12,5.44,0.00,0.00,0.00,0.00,0.00,4.94,0.00,1.47,0.25,17.60,8.73,0.69,3.86,1.1
0.00,0.03,0.00,0.00,0.00,0.38,0.00,0.56,5.72,0.00,0.00,0.00,0.00,0.00,9.47,0.00,1.73,0.13,17.53,8.3,1.34,3.93,-0.6
0.00,0.02,0.00,0.00,0.00,1.19,0.00,0.28,3.86,0.00,0.00,0.00,0.00,0.00,6.74,0.00,0.87,0.06,17.06,8.52,0.67,5.96,1.4
0.00,0.25,0.00,0.00,0.00,0.40,0.00,0.04,0.98,0.00,0.00,0.00,0.00,0.00,5.59,0.00,1.11,1.26,13.63,10.69,1.33,1.25,10.9
0.00,0.06,0.00,0.00,0.00,2.10,0.00,0.01,2.25,0.00,1.00,0.00,0.00,0.00,4.90,0.00,4.28,0.81,19.67,11.49,2.83,1.31,10.7
0.00,0.03,0.00,0.00,0.00,2.05,0.00,0.00,2.12,1.00,0.50,0.00,0.00,0.00,6.45,0.00,4.14,1.41,21.33,9.53,3.42,0.66,-0.7
0.00,0.02,0.00,0.00,0.00,1.02,0.00,0.00,2.06,0.50,0.25,0.00,0.00,0.00,7.22,0.00,2.07,0.70,20.19,10.33,3.71,1.33,4.5
0.00,0.00,0.00,0.00,0.00,1.81,0.00,0.00,5.88,0.03,0.02,0.00,0.00,0.00,6.95,0.00,3.50,0.54,20.99,10.21,2.73,2.46,2.4
0.00,0.00,0.00,0.00,0.00,0.45,0.50,0.00,2.97,0.01,0.00,0.00,0.00,0.50,3.24,0.00,1.38,0.14,20.22,9.89,3.18,3.11,0.7
0.00,0.00,0.00,0.00,0.00,0.23,0.25,0.00,2.48,0.00,0.00,0.00,0.00,0.25,6.62,0.00,1.69,0.07,20.00,10.16,2.59,3.56,2.4
0.00,0.00,0.00,0.00,0.00,0.11,0.12,0.00,3.24,0.00,0.00,0.00,0.00,0.12,4.31,0.00,1.84,0.03,20.16,10.03,1.30,2.78,2.3
0.00,0.00,0.00,0.00,0.00,3.06,0.06,0.00,2.62,0.00,0.00,0.00,0.00,0.06,8.15,0.00,3.92,0.02,20.11,11.58,2.65,2.39,10.6
1.00,0.00,0.00,0.00,0.00,2.53,0.03,0.00,1.31,0.00,0.00,0.00,0.00,0.03,6.08,0.00,2.96,1.01,21.64,10.13,4.32,1.19,0.9
0.50,1.00,0.00,0.00,0.00,1.26,0.02,0.00,2.66,0.00,0.00,0.00,0.00,0.02,8.04,0.00,3.48,0.50,20.95,11.24,3.16,2.60,7.4
0.00,0.01,0.00,0.00,0.00,1.03,0.06,0.00,0.55,0.00,0.00,0.00,0.00,0.00,2.20,0.06,0.56,0.08,8.38,10.09,2.27,3.83,1.7
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.6,4.00,1.00,2.6
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,6.60,7.53,4.00,2.50,5.0
1.00,1.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,3.00,0.00,10.83,7.83,6.00,2.25,4.1
0.50,0.50,0.00,0.00,0.00,1.75,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.75,0.00,3.50,0.00,13.25,6.0,4.00,2.12,-3.7
0.25,1.25,0.00,0.00,0.00,1.88,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,5.38,0.00,1.75,0.00,12.62,7.81,2.00,2.06,6.4
0.06,0.31,0.00,0.00,0.00,0.47,0.12,0.00,1.62,0.00,0.00,0.00,0.00,0.00,4.84,0.00,2.44,0.00,13.90,7.94,0.50,3.02,5.5
0.00,0.02,0.00,0.00,0.00,0.15,0.13,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.15,0.12,1.86,7.03,1.41,3.44,1.0
1.00,0.00,0.00,0.00,0.00,2.01,0.01,0.00,1.13,0.00,0.00,0.00,0.00,0.00,5.02,0.00,2.13,1.51,14.27,7.7,3.84,1.09,1.1
0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,9.51,0.00,2.07,0.75,14.83,7.67,1.92,1.54,0.8
0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.78,0.00,0.00,0.00,0.00,0.00,7.75,0.00,2.03,0.38,15.09,8.54,0.96,3.77,6.1
0.13,0.00,0.00,0.00,0.00,1.25,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,5.88,0.00,2.02,1.19,16.08,8.21,0.48,1.89,2.4
0.06,0.00,0.00,0.00,0.00,0.63,0.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00,7.94,0.00,3.01,0.59,16.25,8.32,1.24,2.94,3.3
0.03,0.00,0.00,0.00,0.00,1.31,0.00,1.00,0.97,0.00,0.00,0.00,0.00,0.00,4.97,0.00,3.50,0.30,16.45,7.68,2.62,3.47,-0.9
0.02,0.00,0.00,0.00,0.00,0.66,0.00,0.50,0.49,0.00,0.00,0.00,0.00,0.00,5.48,0.00,1.75,0.15,15.90,8.13,1.31,2.74,1.9
0.01,0.00,0.00,0.00,0.00,0.33,0.00,0.25,1.24,1.00,0.00,0.00,0.00,0.00,9.74,0.00,0.88,0.07,16.08,9.86,0.65,3.37,11.1
1.00,0.00,0.00,0.00,0.00,0.16,0.00,0.12,1.62,0.50,0.00,0.00,0.00,0.00,8.87,0.00,4.44,0.04,17.90,7.9,2.33,3.68,-0.6
0.50,0.00,0.00,0.00,0.00,0.08,0.00,0.06,0.81,0.25,0.00,0.00,0.00,0.00,6.44,0.00,2.22,0.02,16.85,9.03,4.16,6.84,5.7
0.25,0.00,0.00,0.00,0.00,0.04,0.00,0.03,1.41,0.12,0.00,0.00,0.00,0.00,8.22,0.00,2.11,1.01,17.46,8.05,3.08,3.42,-0.1
0.03,0.50,0.00,0.00,0.00,0.76,0.50,0.00,0.93,0.02,0.00,0.00,0.00,0.00,6.53,0.00,0.51,0.13,7.91,7.99,3.39,5.68,0.8
0.02,0.25,0.00,0.00,0.00,1.38,0.25,0.00,1.46,0.01,0.00,0.00,0.00,0.00,6.26,0.00,1.26,0.06,11.94,8.35,1.69,5.84,3.7
0.01,0.13,0.00,0.00,0.00,1.69,0.13,0.00,0.73,0.00,0.00,0.00,0.00,0.00,6.13,0.00,3.63,0.03,14.32,9.17,2.85,6.92,7.5
0.00,0.03,0.00,0.00,0.00,0.42,0.03,0.00,2.68,0.00,0.00,0.00,0.00,0.00,4.53,0.00,2.91,0.01,8.17,9.31,0.71,3.23,7.1
0.00,0.00,0.00,0.00,0.00,0.90,0.25,0.00,2.29,0.00,0.38,0.00,0.00,0.00,7.66,0.00,0.68,0.25,16.72,10.18,3.42,3.83,9.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.87,3.50,4.00,8.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,2.00,1.00,11.87,11.81,3.75,2.00,5.7
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.02,2.71,1.97,5.4
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.50,0.00,0.00,0.00,0.00,1.00,3.25,0.00,0.00,0.75,7.90,10.7,1.59,1.25,5.2
0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.03,2.81,0.00,0.00,0.00,0.00,0.13,7.91,0.00,0.25,0.34,13.50,9.97,0.20,1.16,0.8
0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.02,1.41,0.00,0.00,0.00,0.00,0.06,10.95,0.00,2.13,0.17,16.72,9.75,0.10,1.58,0.0
0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.01,0.70,0.00,0.00,0.00,0.00,0.03,5.48,0.00,1.06,0.09,18.11,10.11,0.05,1.79,1.7
0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.25,1.09,0.00,0.07,0.13,2.40,9.86,0.63,0.36,2.0
0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.25,0.51,0.00,0.00,0.00,0.00,0.03,0.89,0.00,0.26,0.02,2.76,11.36,4.33,2.80,11.2
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,0.00,0.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.0,1.00,0.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.66,1.50,0.00,-0.5
0.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.66,2.98,1.75,2.00,1.5
0.00,1.50,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,5.81,2.98,6.88,4.00,0.0
0.00,1.88,0.00,0.00,0.00,5.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,5.92,2.98,10.72,5.50,0.0
0.00,1.97,0.00,0.00,0.00,5.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.95,2.98,13.18,5.88,0.0
0.00,1.98,0.00,0.00,0.00,5.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.94,0.00,5.96,2.98,15.59,5.94,0.0
0.00,1.99,0.00,0.00,0.00,5.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.97,0.00,5.96,2.98,16.79,7.97,0.0
0.00,2.00,0.00,0.00,0.00,5.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.99,0.00,5.96,2.98,18.20,9.49,0.0
0.00,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,5.96,1.89,20.10,9.75,-2.7
0.00,3.00,0.00,0.00,0.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,4.87,2.48,21.05,10.87,1.2
0.00,3.50,0.00,0.00,0.00,14.50,0.00,1.50,1.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,9.00,0.00,4.91,2.48,23.52,12.44,0.0
0.00,3.75,0.00,0.00,0.00,17.25,0.00,1.75,1.50,0.00,0.00,0.00,0.00,0.00,9.00,0.00,10.50,0.00,4.94,2.48,25.76,14.22,0.0
0.00,3.87,0.00,0.00,0.00,18.62,0.00,1.88,1.75,0.00,0.00,0.00,0.00,0.00,10.50,0.00,11.25,0.00,4.95,3.03,28.88,15.11,4.2
0.00,3.94,0.00,0.00,0.00,21.31,0.00,1.94,2.88,0.00,0.00,0.00,0.00,0.00,12.25,0.00,11.62,1.00,5.50,3.03,34.44,15.55,0.0
0.00,4.00,0.00,0.00,0.00,28.42,0.00,2.00,8.46,0.00,0.00,0.00,0.00,1.75,22.95,0.00,18.74,2.97,6.98,4.48,49.89,21.36,0.0
0.00,4.00,0.00,0.00,0.00,29.21,0.00,2.00,9.23,0.00,0.00,0.00,0.00,1.88,24.47,0.00,21.37,3.48,7.97,3.26,50.94,22.68,3.0
0.00,5.00,0.00,0.00,0.00,30.60,0.00,2.00,10.62,0.00,0.00,0.00,0.00,1.94,25.24,0.00,22.68,4.74,7.24,3.26,53.47,23.34,0.0
0.00,5.50,0.00,0.00,0.00,31.30,0.00,2.00,11.31,0.00,0.00,0.00,0.00,1.97,25.62,0.00,23.34,5.37,6.88,3.77,57.74,25.67,5.4
0.00,5.75,0.00,0.00,0.00,32.65,0.00,2.00,11.65,0.00,0.00,0.00,0.00,1.98,27.81,0.00,24.67,6.69,7.21,3.77,60.87,26.84,0.0
0.00,5.87,0.00,0.00,0.00,33.33,0.00,2.00,11.83,0.00,0.00,0.00,0.00,1.99,28.90,0.00,25.34,7.34,7.38,2.91,64.43,29.42,0.2
0.00,6.94,0.00,0.00,0.00,37.66,0.00,2.00,14.91,0.00,0.00,0.00,0.00,2.00,30.45,0.00,27.67,7.67,6.60,3.05,66.22,32.71,0.9
0.00,7.73,0.00,0.00,0.00,40.92,0.00,2.00,17.23,0.00,0.00,0.00,0.00,2.00,35.61,0.00,31.92,7.92,6.29,3.12,72.05,40.68,0.0
0.00,7.87,0.00,0.00,0.00,41.46,0.00,2.00,17.61,0.00,0.00,0.00,0.00,2.00,36.81,0.00,32.96,7.96,6.27,3.12,75.03,43.34,0.0
0.00,7.93,0.00,0.00,0.00,41.73,0.00,2.00,17.81,0.00,0.00,0.00,0.00,2.00,37.40,0.00,33.48,7.98,6.25,3.12,78.51,45.67,0.0
0.00,7.97,0.00,0.00,0.00,41.86,0.00,2.00,17.90,0.00,0.00,0.00,0.00,2.00,37.70,0.00,33.74,7.99,6.25,3.31,81.26,47.83,2.5
0.00,9.49,0.00,0.00,0.00,44.47,0.00,2.00,17.98,0.00,0.00,0.00,0.00,2.00,39.93,0.00,34.93,9.50,6.18,2.96,86.31,51.46,0.0
0.00,9.75,0.00,0.00,0.00,45.23,0.00,2.00,17.99,0.00,0.00,0.00,0.00,2.00,40.96,0.00,35.47,9.75,6.05,2.96,87.16,52.73,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.9,2.31,1.88,-0.8
0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.00,0.00,0.00,1.45,7.71,2.35,0.98,3.3
0.00,0.00,0.00,0.00,0.00,5.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,3.00,0.00,1.00,1.00,8.44,7.51,3.18,0.49,1.8
0.00,0.00,0.00,0.00,0.00,2.52,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.03,2.50,1.00,3.50,0.50,11.73,9.02,1.59,1.25,10.6
0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.27,0.00,1.96,7.71,0.63,0.36,2.3
0.00,0.00,0.00,0.00,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.00,2.13,0.00,8.69,7.21,1.31,3.18,-0.2
0.00,0.00,0.00,0.00,0.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13,0.00,2.07,0.00,11.56,7.2,2.66,3.59,-0.2
0.00,0.00,0.00,0.00,0.00,1.28,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,6.06,0.00,1.03,0.00,12.98,7.36,4.33,2.80,0.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,9.0,1.00,1.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,9.0,2.50,1.50,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75,9.0,3.25,1.75,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.88,9.0,6.62,2.88,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.72,9.0,12.16,5.22,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.86,7.04,16.08,8.61,1.7
0.00,0.00,0.00,0.00,0.00,1.00,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.53,9.27,22.02,13.65,13.5
0.00,0.00,0.00,0.00,0.00,1.75,1.88,3.00,2.88,0.00,0.00,0.00,0.00,0.00,9.00,0.00,8.50,1.50,15.53,6.77,30.00,17.41,-1.7
